id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
35,下列有關牙齒的敘述何者正確？,牙釉質(enamel)是由成釉細胞(ameloblasts)所分泌形成,齒堊質(cementum)覆蓋牙冠(crown),Tomes' process 是牙本質細胞(odontoblasts)伸到牙本質(dentin)的突起,contour lines of Retzius 可以在牙本質(dentin)觀察到,A,,消化系統組織學 林含貞,"📖 chatGPT 學長背景知識  
在牙齒的結構中，牙釉質、牙本質和齒堊質是三種主要的組織，各自具有獨特的功能和形成過程。了解這些組織的特性及其來源對於牙科醫學的學習至關重要。

核心觀念：  
- 牙釉質（enamel）是牙齒中最外層的硬組織，主要由『成釉細胞』（ameloblasts）分泌形成。  
- 齒堊質（cementum）是覆蓋在牙根（root）上的組織，並不覆蓋牙冠（crown）。  
- 『Tomes' process』是指牙本質細胞（odontoblasts）向牙本質（dentin）延伸的突起，負責牙本質的形成。  
- 『Retzius線』是牙釉質中的結構，並不在牙本質中觀察到。

解析選項：  
(A) 牙釉質是由成釉細胞所分泌形成。  
此選項正確。牙釉質的形成確實是由成釉細胞分泌的，這些細胞在牙齒發育過程中起著關鍵作用。

(B) 齒堊質覆蓋牙冠。  
此選項錯誤。齒堊質主要覆蓋牙根，而牙冠則是由牙釉質覆蓋。

(C) Tomes' process 是牙本質細胞伸到牙本質的突起。  
此選項正確。Tomes' process 是牙本質細胞的突起，這些突起延伸至牙本質中，參與牙本質的形成。

(D) contour lines of Retzius 可以在牙本質觀察到。  
此選項錯誤。Retzius線是牙釉質中的特徵結構，並不在牙本質中可見。

結論：正確的選項為(A)和(C)。"
36,關於唾液腺(salivary glands)的敘述，下列何者錯誤？,腮腺 (parotid glands)為最大的唾液腺,閏管(intercalated duct)在腮腺(parotid glands)很發達,頜下腺(submandibular glands)是混合腺體(mixed gland),大部分的唾液腺腫瘤源自頜下腺(submandibular glands),D,,消化系統組織學 林含貞,"📖 chatGPT 學長背景知識  
唾液腺是負責分泌唾液的腺體，主要分為三對主要腺體：腮腺、頜下腺和舌下腺。唾液腺的功能包括潤滑口腔、幫助消化及抗菌作用。了解各種唾液腺的解剖結構及其功能對於臨床醫學非常重要。

核心觀念：  
- 『腮腺』(parotid glands)是最大的唾液腺，位於耳下方，主要分泌清澈的漿液性唾液。  
- 『閏管』(intercalated duct)是唾液腺內的一部分，負責將分泌物引導至主導管，腮腺的閏管相對較短且不發達。  
- 『頜下腺』(submandibular glands)是混合腺體，分泌漿液性和黏液性唾液。  
- 唾液腺腫瘤的發生率中，頜下腺的腫瘤相對較少見，主要腫瘤來源為腮腺。

解析選項：  
(A) 正確。腮腺確實是最大的唾液腺。  
(B) 錯誤。腮腺的『閏管』並不發達，主要是因為腮腺的分泌物直接進入主導管。  
(C) 正確。頜下腺是混合腺體，能分泌漿液性及黏液性唾液。  
(D) 錯誤。大部分的唾液腺腫瘤源自『腮腺』，而非頜下腺。

結論：根據以上解析，選項(B)為錯誤敘述。"
37,關於味蕾(taste buds)的敘述何者正確？,絲狀乳頭(filiform papilla)沒有味蕾,蕈狀乳頭(fungiform papilla)的味蕾位於乳頭頂端,葉狀乳頭(foliate papilla)的味蕾位於乳頭側邊,支持細胞(supporting cells)是味蕾中數量最多的細胞,A,,消化系統組織學 林含貞,"📖 chatGPT 學長背景知識  
味蕾是位於舌頭及口腔內的感覺器官，主要負責味覺的感知。味蕾的結構和分布與不同類型的乳頭有關，這些乳頭各自具有不同的功能和特徵。

核心觀念：  
- 『味蕾』是感知味道的細胞群，主要分布在舌頭的不同乳頭上。  
- 『絲狀乳頭』(filiform papilla) 是最常見的乳頭類型，但不含味蕾。  
- 『蕈狀乳頭』(fungiform papilla) 的味蕾位於乳頭的『頂端』，能感知甜、鹹、酸、苦等味道。  
- 『葉狀乳頭』(foliate papilla) 的味蕾則位於乳頭的『側邊』，主要在舌根部。  
- 『支持細胞』(supporting cells) 在味蕾中數量雖然不少，但『感覺細胞』(taste cells) 才是主要的味覺感知細胞。

解析選項：  
(A) 正確。『絲狀乳頭』不含味蕾，主要功能是機械性作用。  
(B) 正確。『蕈狀乳頭』的味蕾確實位於乳頭的『頂端』。  
(C) 正確。『葉狀乳頭』的味蕾位於乳頭的『側邊』，這是其特徵之一。  
(D) 錯誤。雖然『支持細胞』在味蕾中存在，但『感覺細胞』的數量較多，且是主要的功能細胞。

結論：  
根據上述解析，正確的選項為 (A)、(B) 和 (C)，而 (D) 是錯誤的。"
38,下列何者位於腸道的粘膜下層(submucosa)？,歐巴氏神經叢(Auerbach's plexus),梅斯納氏神經叢 (Meissner's plexus),蒲金氏纖維 (Purkinje fiber),梅斯納氏小體(Meissner's corpuscle),B,,消化系統組織學 林含貞,"📖 chatGPT 學長背景知識  
- 腸道的結構分為四層：『粘膜』、『粘膜下層』、『肌層』和『外膜』。  
- 『粘膜下層』是腸道結構中重要的支持層，包含血管、神經和結締組織。  
- 腸道的神經叢主要分為兩種：『梅斯納氏神經叢』和『歐巴氏神經叢』。  

解析：  
(A) 歐巴氏神經叢(Auerbach's plexus)  
- 位於腸道的『肌層』之間，負責調控腸道的運動。  

(B) 梅斯納氏神經叢 (Meissner's plexus)  
- 位於『粘膜下層』，主要負責調控腸道的分泌和血流。  

(C) 蒲金氏纖維 (Purkinje fiber)  
- 主要存在於心臟的傳導系統中，與腸道無關。  

(D) 梅斯納氏小體(Meissner's corpuscle)  
- 是一種觸覺感受器，主要位於皮膚中，與腸道結構無關。  

結論：  
根據以上分析，正確答案為 (B) 梅斯納氏神經叢 (Meissner's plexus)，因為它位於腸道的『粘膜下層』。"
39,關於肝細胞的敘述何者錯誤？,細胞質呈嗜酸性染色(acidophilic),具有再生能力,會和相鄰的肝細胞形成膽小管(bile canaliculus),過氧化小體(peroxisome)負責分解細胞內老化受損的胞器,D,,消化系統組織學 林含貞,"📖 chatGPT 學長背景知識  
肝細胞是肝臟的主要功能細胞，具有多種生理功能，包括代謝、解毒和合成蛋白質。了解肝細胞的特性對於臨床醫學及病理學的研究至關重要。

核心觀念：  
- 肝細胞的『細胞質』通常呈現『嗜酸性』，因含有豐富的『線粒體』和『內質網』。  
- 肝細胞具有『再生能力』，在肝臟受損後能夠進行增殖以修復組織。  
- 肝細胞之間會形成『膽小管』，這是肝細胞分泌膽汁的通道。  
- 『過氧化小體』主要負責分解『脂肪酸』及『氨基酸』，而非專門用來分解老化受損的胞器。

解析：  
(A) 正確。肝細胞的細胞質因含有大量的線粒體和內質網，故呈現嗜酸性。  
(B) 正確。肝細胞具有再生能力，能在肝臟受損後進行增殖。  
(C) 正確。肝細胞會和相鄰的肝細胞形成膽小管，這是膽汁的排泄通道。  
(D) 錯誤。過氧化小體的主要功能是分解脂肪酸及氨基酸，而不是專門負責分解細胞內老化受損的胞器，這一功能通常由『自噬體』來執行。

結論：選項 (D) 是錯誤的敘述。"
40,下列關於肝臟的敘述何者正確？,毛細膽管(canal of Hering)管壁皆由膽管上皮細胞(cholangiocytes)構成,伊東細胞位於莫氏空間(space of Mall),庫氏細胞(Kupffer cells)位於迪氏空間(space of Disse),肝臟缺血時最先受到傷害的是肝腺泡(hepatic acinus)的第三區(zone 3),D,,消化系統組織學 林含貞,"📖 chatGPT 學長背景知識

- 肝臟是人體最大的內臟器官，具有多種功能，包括代謝、解毒和合成蛋白質。
- 肝臟的結構包括肝小葉、肝腺泡及其周圍的空間，如『莫氏空間』和『迪氏空間』。
- 肝臟的細胞類型包括肝細胞、庫氏細胞、伊東細胞等，這些細胞在肝臟的功能和結構中扮演重要角色。

解析：

(A) 毛細膽管(canal of Hering)管壁皆由膽管上皮細胞(cholangiocytes)構成  
- 錯誤。毛細膽管的管壁主要由『膽管上皮細胞』構成，但也包含『肝細胞』的延伸部分，並非完全由膽管上皮細胞構成。

(B) 伊東細胞位於莫氏空間(space of Mall)  
- 正確。『伊東細胞』是肝臟中的星狀細胞，主要位於『莫氏空間』，這是肝小葉與肝小管之間的區域，負責儲存維生素A及參與肝臟的纖維化過程。

(C) 庫氏細胞(Kupffer cells)位於迪氏空間(space of Disse)  
- 錯誤。『庫氏細胞』是肝臟的巨噬細胞，主要位於肝小葉的『血窩』中，而非『迪氏空間』。『迪氏空間』是肝細胞與肝窦之間的區域，主要包含血液和淋巴液。

(D) 肝臟缺血時最先受到傷害的是肝腺泡(hepatic acinus)的第三區(zone 3)  
- 正確。肝臟的『第三區』位於肝腺泡的最外圍，因為這裡的血流最少，對缺氧和缺血的耐受性最低，因此在肝臟缺血時，最先受到傷害的區域就是第三區。

結論：正確選項為 (B) 和 (D)。"
41,關於膽囊壁的組織學構造敘述，下列何者正確？,具有粘膜下層(submucosa),肌外層(muscularis externa)的平滑肌走向為不規則排列,粘膜肌層(muscularis mucosa)很明顯,固有層(lamina propria)富含竇狀微血管(sinusoidal capillaries),B,,消化系統組織學 林含貞,"📖 chatGPT 學長背景知識  
膽囊是儲存和濃縮膽汁的器官，其組織學構造對於理解其功能至關重要。膽囊壁的主要組織層包括粘膜、肌層和外膜。以下是對題目選項的詳細解析：

1. **(A) 具有粘膜下層(submucosa)**  
   - 錯誤。膽囊的粘膜層下方並沒有明顯的『粘膜下層』。膽囊的粘膜直接與平滑肌層相接，這是其特徵之一。

2. **(B) 肌外層(muscularis externa)的平滑肌走向為不規則排列**  
   - 正確。膽囊的『肌外層』由平滑肌組成，這些平滑肌纖維的排列確實是『不規則』的，這有助於膽囊在收縮時能夠有效地排出膽汁。

3. **(C) 粘膜肌層(muscularis mucosa)很明顯**  
   - 錯誤。膽囊的『粘膜肌層』並不明顯，通常在膽囊的組織學中不會被清楚地辨識出來。

4. **(D) 固有層(lamina propria)富含竇狀微血管(sinusoidal capillaries)**  
   - 錯誤。膽囊的『固有層』主要由結締組織組成，並不富含『竇狀微血管』。膽囊的血供主要來自膽囊動脈，並不涉及這類微血管。

總結：正確答案為 (B)，因為膽囊的肌外層平滑肌確實呈現不規則排列的特徵。"
42,關於胰臟的敘述，下列何者錯誤？,泡心細胞(centroacinar cells)屬於胰臟的管道細胞,用電子顯微鏡觀察 cell的顆粒中間有結晶的構造,H&E 染色可以區分蘭氏小島中的內分泌細胞,外分泌部的腺泡(pancreatic acinus)組成細胞內部有許多嗜酸性的酶原顆粒(zymogen granules),C,,消化系統組織學 林含貞,"📖 chatGPT 學長背景知識  
胰臟是一個具有外分泌和內分泌功能的腺體，主要負責消化酶的分泌及血糖的調節。了解胰臟的結構及功能對於臨床醫學及病理學的學習至關重要。

核心觀念：
- 胰臟的外分泌部分主要由『腺泡』組成，分泌消化酶。
- 『蘭氏小島』是胰臟的內分泌部分，負責分泌胰島素等激素。
- 『泡心細胞』是胰臟管道系統的一部分，參與胰液的調節。
- 電子顯微鏡可用於觀察細胞內部結構，包括『酶原顆粒』。

解析選項：
(A) 泡心細胞(centroacinar cells)屬於胰臟的管道細胞  
正確。泡心細胞位於腺泡與導管之間，屬於胰臟的管道細胞，參與胰液的分泌。

(B) 用電子顯微鏡觀察 cell的顆粒中間有結晶的構造  
錯誤。胰臟的『酶原顆粒』通常不會顯示結晶結構，這是電子顯微鏡觀察的常見誤解。酶原顆粒主要是以非結晶的形式存在。

(C) H&E 染色可以區分蘭氏小島中的內分泌細胞  
正確。H&E染色能夠有效區分蘭氏小島中的不同內分泌細胞，如α細胞和β細胞。

(D) 外分泌部的腺泡(pancreatic acinus)組成細胞內部有許多嗜酸性的酶原顆粒(zymogen granules)  
正確。腺泡細胞內含有大量的嗜酸性『酶原顆粒』，這些顆粒儲存消化酶的前體。

結論：根據上述解析，選項(B)為錯誤敘述。"
43,下列有關腸桿菌(Enterobacterales)的敘述何者最不適當？,"可發酵葡萄糖，不具有氧化酶(oxidase)，可發酵乳糖者如 E. coli, Klebsiella，在 MacConkey agar 形成粉紅至紫色的菌落",大腸桿菌O157:H7 常引起出血性腹瀉，H7的H指的是細菌的脂多醣(lipopolysaccharide),Shigella dysenteriae 可產生 Shiga toxin，此毒素可抑制宿主細胞蛋白質的合成,傷寒病人發病第1週，血液培養通常可呈現陽性,B,,消化系統之細菌感染 張仲羽,"📖 chatGPT 學長背景知識  
腸桿菌科（Enterobacterales）是一群重要的革蘭氏陰性細菌，廣泛存在於腸道及環境中，部分成員為病原菌。了解其特性及臨床意義對於醫學學習至關重要。

核心觀念：  
- 腸桿菌可『發酵』葡萄糖，且通常不具有『氧化酶』(oxidase)。  
- 可『發酵乳糖』的腸桿菌如 E. coli 和 Klebsiella，能在 MacConkey agar 上形成『粉紅至紫色』的菌落。  
- 大腸桿菌 O157:H7 是一種常見的病原菌，能引起『出血性腹瀉』，但 H7 的 H 代表的是『鞭毛抗原』(flagellar antigen)，而非『脂多醣』(lipopolysaccharide)。  
- Shigella dysenteriae 產生的『Shiga toxin』能抑制宿主細胞的『蛋白質合成』，導致嚴重的腸道症狀。  
- 傷寒病人發病第1週，『血液培養』通常可呈現『陽性』，是診斷傷寒的重要依據。

解析選項：  
(A) 正確，符合腸桿菌的特性。  
(B) 錯誤，O157:H7 的 H 代表『鞭毛抗原』，而非『脂多醣』。  
(C) 正確，Shiga toxin 的功能描述正確。  
(D) 正確，血液培養在傷寒病人第1週通常呈陽性。

結論：最不適當的敘述為 (B)。"
44,引起腸胃炎的大腸桿菌(E. coli)與其致病機轉間的配對，何者最不適當？,Enterotoxigenic E. coli (ETEC):產生腸毒素，導致水分及電解質流失,"Enteropathogenic E. coli (EPEC): 細菌附著到小腸上皮後造成附著和抹殺(A/E, Attachment/Effacement)組織病理變化，破壞微絨毛",Shiga toxin-producing E. coli (STEC): 細菌在小腸上皮細胞上產生如堆疊磚塊般(stacked-brick)的聚集黏附，減少液體吸收,Enteroinvasive E. coli (EIEC):侵入並破壞大腸表皮，造成黏膜潰瘍發炎,C,,消化系統之細菌感染 張仲羽,"📖 chatGPT 學長背景知識  
本題考察的是不同類型的大腸桿菌（E. coli）及其致病機轉的配對。大腸桿菌是一種常見的腸道細菌，其中某些變種能引起腸胃炎，了解其致病機轉對於臨床診斷與治療至關重要。

核心觀念：  
- **Enterotoxigenic E. coli (ETEC)**  
  - 產生『腸毒素』  
  - 導致『水分』及『電解質流失』  
- **Enteropathogenic E. coli (EPEC)**  
  - 附著到『小腸上皮』  
  - 造成『附著和抹殺(A/E)』組織病理變化  
  - 『破壞微絨毛』功能  
- **Shiga toxin-producing E. coli (STEC)**  
  - 在『小腸上皮細胞』上產生『堆疊磚塊』般的『聚集黏附』  
  - 減少『液體吸收』  
- **Enteroinvasive E. coli (EIEC)**  
  - 侵入並『破壞大腸表皮』  
  - 造成『黏膜潰瘍』及『發炎』  

解析：  
(A) ETEC 的配對正確，因其確實透過產生腸毒素導致水分及電解質流失。  
(B) EPEC 的配對也正確，因其附著後會造成附著和抹殺的組織病理變化，並破壞微絨毛。  
(C) STEC 的配對不正確，因為其主要致病機轉是產生『Shiga毒素』，而非以堆疊磚塊的方式聚集，且其影響主要在於引起出血性腹瀉，而非減少液體吸收。  
(D) EIEC 的配對正確，因其確實會侵入大腸表皮並造成黏膜潰瘍及發炎。

結論：  
因此，選項 (C) 是最不適當的配對，因為其描述的致病機轉與 STEC 的實際機制不符。"
45,下列可能引起食物中毒病原菌的敘述，何者最不適當？,金黃色葡萄球菌 (Staphylococcus aureus)的食物中毒是由不具耐熱性的腸毒素引起的,金黃色葡萄球菌(Staphylococcus aureus)的食物中毒通常症狀不會持續超過24小時且不需使用抗生素治療,"腸炎弧菌(Vibrio parahaemolyticus)會污染海鮮，並產生熱穩定溶血素(thermostable direct hemolysin, Kanagawa hemolysin)引起食物中毒",因食入受汙染的米飯而引起的食物中毒，最有可能是由蠟狀桿菌(Bacillus cereus)對熱穩定腸毒素(heat-stable enterotoxin)引起的,A,,消化系統之細菌感染 張仲羽,"📖 chatGPT 學長背景知識  
本題考察食物中毒的病原菌及其特性，特別是金黃色葡萄球菌、腸炎弧菌及蠟狀桿菌的相關知識。以下是各選項的詳細解析：

- (A) 金黃色葡萄球菌 (Staphylococcus aureus)的食物中毒是由不具耐熱性的『腸毒素』引起的  
  - 解析：金黃色葡萄球菌會產生腸毒素，這些毒素在烹煮過程中不會被破壞，因此即使食物經過加熱，仍可能導致中毒。此敘述正確。

- (B) 金黃色葡萄球菌(Staphylococcus aureus)的食物中毒通常症狀不會持續超過『24小時』且不需使用『抗生素』治療  
  - 解析：金黃色葡萄球菌引起的食物中毒通常症狀輕微，持續時間短，且因為是由毒素引起的，通常不需要抗生素治療。此敘述正確。

- (C) 腸炎弧菌(Vibrio parahaemolyticus)會污染『海鮮』，並產生『熱穩定溶血素』(thermostable direct hemolysin, Kanagawa hemolysin)引起食物中毒  
  - 解析：腸炎弧菌確實會污染海鮮，並且其產生的熱穩定溶血素是其致病機制之一。此敘述正確。

- (D) 因食入受汙染的米飯而引起的食物中毒，最有可能是由『蠟狀桿菌』(Bacillus cereus)對『熱穩定腸毒素』(heat-stable enterotoxin)引起的  
  - 解析：蠟狀桿菌的食物中毒主要是由『熱不穩定腸毒素』(heat-labile enterotoxin)引起，尤其是在米飯等澱粉類食物中，這個毒素在加熱後會被破壞。因此，這個敘述是錯誤的。

結論：最不適當的選項是(D)，因為蠟狀桿菌引起的食物中毒主要是由熱不穩定腸毒素引起，而非熱穩定腸毒素。"
46,下列有關幽門螺旋桿菌(Helicobacter pylori)的敘述，何者最不適當？,可在大氣環境(含約20%氧氣)和一般細菌培養基上培養,cagA (cytotoxin-associated gene)陽性菌株及IL-1高度產生與導致胃癌高風險有關,可能會導致胃潰瘍(gastric ulcer)或十二指腸潰瘍 (duodenal ulcer),針對此菌的呼氣測試是檢測此菌的尿素酶(urease)活性，偵測的氣體為二氧化碳(CO2)，是一種非侵入性的檢驗方法，有不錯的敏感度及專一性,A,,消化系統之細菌感染 張仲羽,"📖 chatGPT 學長背景知識  
幽門螺旋桿菌（Helicobacter pylori）是一種革蘭氏陰性、螺旋形的細菌，主要寄生於胃黏膜，與多種胃腸道疾病有關，包括胃潰瘍、十二指腸潰瘍及胃癌等。以下是對題目選項的詳細解析：

1. **選項(A)**：可在大氣環境(含約20%氧氣)和一般細菌培養基上培養  
   - 幽門螺旋桿菌為『微需氧』細菌，雖然能在含有少量氧氣的環境中生長，但其最佳生長條件為低氧環境。因此，此選項的敘述不完全正確，因為它不適合在一般細菌培養基上培養。

2. **選項(B)**：cagA (cytotoxin-associated gene)陽性菌株及IL-1高度產生與導致胃癌高風險有關  
   - 這個敘述是正確的。研究顯示，cagA陽性菌株與胃癌的發生風險有顯著關聯，且IL-1的產生也與炎症反應及癌變有關。

3. **選項(C)**：可能會導致胃潰瘍(gastric ulcer)或十二指腸潰瘍 (duodenal ulcer)  
   - 此選項正確。幽門螺旋桿菌是胃潰瘍和十二指腸潰瘍的主要病因之一，通過破壞胃黏膜及引發炎症反應來促進潰瘍的形成。

4. **選項(D)**：針對此菌的呼氣測試是檢測此菌的尿素酶(urease)活性，偵測的氣體為二氧化碳(CO2)，是一種非侵入性的檢驗方法，有不錯的敏感度及專一性  
   - 此選項的敘述部分正確，但有誤導性。呼氣測試確實是檢測尿素酶活性的方法，並且偵測的氣體主要是『氨』和『二氧化碳』，而非僅僅是二氧化碳。因此，這個選項的描述不夠精確。

綜合以上分析，最不適當的選項為(A)，因為幽門螺旋桿菌的培養環境並不適合在一般細菌培養基上進行。"
47,下列敘述何者最不適當？,霍亂毒素(cholera toxin)為A-B毒素(A-B toxin)，能活化 adenylate cyclase，增加 cyclic AMP濃度，造成腹瀉症狀,霍亂病人可能出現嚴重水瀉、脫水、酸中毒和低血鉀等症候，需先補充液體和電解質，再以抗生素 azithromycin 治療,無症狀的傷寒沙門氏桿菌(Salmonella Typhi) 帶原者如傷寒瑪莉(Typhoid Mary)，通常細菌最常躲在帶原者的肝臟中,空腸曲狀桿菌(Campylobacter jejuni)需在微需氧(microaerophilic)環境下生長，感染會引起腸胃炎(gastroenteritis)，可能引起 Guillain-Barré syndrome,C,,消化系統之細菌感染 張仲羽,"📖 chatGPT 學長背景知識

- 霍亂毒素為『A-B毒素』，可活化『adenylate cyclase』，導致『cyclic AMP』濃度增加，進而引發腹瀉。
- 霍亂病人可能出現『水瀉』、『脫水』、『酸中毒』及『低血鉀』等症狀，治療上需優先補充『液體』和『電解質』，再使用『抗生素』如『azithromycin』。
- 傷寒沙門氏桿菌的『無症狀帶原者』，如『傷寒瑪莉』，通常細菌藏匿於『膽囊』而非『肝臟』。
- 空腸曲狀桿菌需在『微需氧』環境下生長，感染可引起『腸胃炎』，並可能導致『Guillain-Barré syndrome』。

解析：

選項 (A) 的敘述正確，霍亂毒素確實為A-B毒素，並能透過活化腺苷酸環化酶增加cyclic AMP濃度，導致腹瀉。

選項 (B) 的敘述也正確，霍亂病人需先補充液體和電解質，然後再使用抗生素如azithromycin進行治療。

選項 (C) 的敘述不正確，無症狀的傷寒沙門氏桿菌帶原者如傷寒瑪莉，細菌主要藏匿於『膽囊』而非『肝臟』，這是此選項最不適當的原因。

選項 (D) 的敘述正確，空腸曲狀桿菌確實需要微需氧環境生長，並且感染後可能引起腸胃炎及Guillain-Barré syndrome。

因此，最不適當的敘述為選項 (C)。"
48,下列敘述何者最不適當？,吃漢堡及生菜沙拉後，出現出血性腹瀉症狀，且可能併發溶血性尿毒症(hemolytic uremic syndrome)的病原菌，最有可能是產志賀氏毒素大腸桿菌 STEC (Shiga toxin-producing E. coli),肝硬化病史的病人，因傷口接觸海水後感染，出現紅腫與水泡(bullae)，且引起組織壞死(tissue necrosis)甚至敗血症，最可能的病原是創傷弧菌(Vibrio vulnificus),蠟狀桿菌(Bacillus cereus) 普遍存在於環境土壤中，可能造成眼球感染，例如桿菌型全眼球炎(Bacillus panophthalmitis),志賀氏桿菌(Shigella)主要由帶菌的家禽或家畜直接傳染給人，且感染需要超過100000000的菌量,D,,消化系統之細菌感染 張仲羽,"📖 chatGPT 學長背景知識  
在臨床醫學中，了解病原菌的特性及其引起的疾病是診斷與治療的基礎。以下是對考古題中各選項的詳細解析。

(A) 吃漢堡及生菜沙拉後，出現出血性腹瀉症狀，且可能併發『溶血性尿毒症』(hemolytic uremic syndrome)的病原菌，最有可能是『產志賀氏毒素大腸桿菌』(STEC)  
- STEC 是一種常見的食源性病原菌，通常與未煮熟的牛肉或受污染的生菜有關。  
- 此菌可引起出血性腹瀉，並可能導致溶血性尿毒症，特別是在兒童中。  
- 此選項描述正確，符合病原菌的特性。

(B) 肝硬化病史的病人，因傷口接觸海水後感染，出現紅腫與水泡(bullae)，且引起『組織壞死』(tissue necrosis)甚至『敗血症』，最可能的病原是『創傷弧菌』(Vibrio vulnificus)  
- 創傷弧菌是一種與海水相關的病原菌，常見於肝硬化患者，因其免疫力低下而易感染。  
- 此菌可引起嚴重的皮膚感染，並可能導致敗血症。  
- 此選項描述正確，符合病原菌的特性。

(C) 蠟狀桿菌(Bacillus cereus)普遍存在於環境土壤中，可能造成『眼球感染』，例如『桿菌型全眼球炎』(Bacillus panophthalmitis)  
- 蠟狀桿菌確實存在於土壤中，並可引起食物中毒及眼部感染。  
- 雖然其引起眼球感染的案例相對少見，但仍有文獻報導。  
- 此選項描述雖然不常見，但並不完全錯誤。

(D) 志賀氏桿菌(Shigella)主要由帶菌的家禽或家畜直接傳染給人，且感染需要超過『100000000』的菌量  
- 志賀氏桿菌主要透過『糞口途徑』傳播，通常是通過受污染的水或食物，而非直接由家禽或家畜傳染。  
- 此外，志賀氏桿菌的感染所需的菌量相對較低，通常在數十至數百個細菌即可引起感染。  
- 此選項描述不正確，故為最不適當的選項。

總結：選項 (D) 為最不適當的敘述，因為其對志賀氏桿菌的傳播途徑及感染劑量的描述均不正確。"
49,關於艱難梭狀芽胞桿菌(Clostridium difficile)的敘述，下列何者最不適當？,疾病經常是因長期使用抗生素，造成腸道菌群改變所引起,偽膜性腸炎(pseudomembranous colitis)的致病菌,可用甲硝達唑(Metronidazole)或萬古黴素(Vancomycin)治療,糞便移植(fecal transplantation)通常不具療效,D,,消化系統之細菌感染(II) 張仲羽,"📖 chatGPT 學長背景知識  
艱難梭狀芽胞桿菌（Clostridium difficile）是一種常見的腸道病原菌，主要引起抗生素相關的腸道感染。其感染通常與腸道菌群的失衡有關，特別是在長期使用抗生素的患者中。以下是對題目的詳細解析：

1. **選項分析**  
   (A) 疾病經常是因長期使用『抗生素』，造成腸道『菌群』改變所引起  
   - 正確。艱難梭狀芽胞桿菌的感染通常發生在使用抗生素後，因抗生素會改變腸道的正常菌群，讓艱難梭狀芽胞桿菌有機會過度生長。

   (B) 偽膜性腸炎（pseudomembranous colitis）的致病菌  
   - 正確。艱難梭狀芽胞桿菌是偽膜性腸炎的主要致病菌，這種病症的特徵是腸道內形成假膜。

   (C) 可用『甲硝達唑』(Metronidazole)或『萬古黴素』(Vancomycin)治療  
   - 正確。這兩種藥物是治療艱難梭狀芽胞桿菌感染的標準療法，尤其是萬古黴素對於重症病例更為有效。

   (D) 糞便移植（fecal transplantation）通常不具療效  
   - 錯誤。糞便移植是治療艱難梭狀芽胞桿菌感染的一種有效方法，特別是在反覆感染的患者中，能夠恢復正常的腸道菌群。

2. **結論**  
根據上述分析，選項 (D) 是最不適當的敘述，因為糞便移植在臨床上已被證實對艱難梭狀芽胞桿菌感染具有療效。"
